ID,Best Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure
247094,ST,37.0,64.0,69.0,46.0,58.0,59.0,58.0,48.0,35.0,58.0,80.0,66.0,74.0,66.0,82.0,67.0,86.0,71.0,67.0,61.0,46.0,15.0,72.0,56.0,67.0,64.0
251352,LM,63.0,52.0,46.0,53.0,54.0,63.0,60.0,42.0,44.0,61.0,77.0,78.0,76.0,57.0,64.0,60.0,50.0,63.0,43.0,50.0,58.0,42.0,56.0,59.0,49.0,55.0
215651,CB,63.0,24.0,68.0,62.0,28.0,58.0,29.0,30.0,58.0,62.0,63.0,64.0,50.0,66.0,36.0,60.0,59.0,67.0,74.0,26.0,78.0,73.0,30.0,47.0,44.0,65.0
231184,ST,57.0,72.0,69.0,68.0,54.0,69.0,59.0,38.0,62.0,69.0,67.0,63.0,70.0,61.0,53.0,67.0,69.0,48.0,56.0,60.0,31.0,20.0,66.0,68.0,71.0,53.0
230982,ST,50.0,65.0,65.0,58.0,64.0,60.0,48.0,49.0,53.0,67.0,62.0,62.0,69.0,62.0,36.0,75.0,79.0,65.0,81.0,59.0,49.0,26.0,62.0,47.0,64.0,61.0
237563,ST,25.0,71.0,72.0,46.0,53.0,65.0,53.0,41.0,33.0,64.0,83.0,86.0,67.0,52.0,56.0,70.0,71.0,76.0,85.0,64.0,77.0,16.0,58.0,51.0,53.0,55.0
239319,CAM,44.0,43.0,56.0,56.0,46.0,62.0,42.0,47.0,54.0,59.0,66.0,63.0,67.0,61.0,80.0,57.0,60.0,67.0,37.0,49.0,62.0,48.0,59.0,48.0,53.0,48.0
235855,ST,52.0,64.0,56.0,56.0,55.0,74.0,51.0,39.0,48.0,68.0,91.0,86.0,78.0,65.0,78.0,66.0,56.0,60.0,59.0,55.0,42.0,18.0,64.0,57.0,60.0,55.0
250877,LB,58.0,38.0,58.0,61.0,45.0,63.0,52.0,37.0,63.0,54.0,66.0,64.0,62.0,58.0,70.0,42.0,67.0,63.0,56.0,34.0,59.0,60.0,53.0,49.0,41.0,46.0
255105,ST,54.0,68.0,66.0,62.0,56.0,64.0,49.0,28.0,52.0,59.0,71.0,73.0,63.0,63.0,59.0,64.0,64.0,58.0,67.0,55.0,57.0,21.0,69.0,58.0,64.0,60.0
173546,CB,45.0,29.0,78.0,70.0,28.0,50.0,33.0,31.0,60.0,57.0,37.0,47.0,47.0,77.0,48.0,40.0,76.0,64.0,80.0,29.0,81.0,77.0,38.0,54.0,43.0,74.0
248832,LM,54.0,44.0,42.0,53.0,45.0,54.0,52.0,49.0,47.0,54.0,73.0,73.0,72.0,52.0,74.0,44.0,68.0,70.0,62.0,47.0,62.0,50.0,53.0,52.0,48.0,54.0
254090,CDM,42.0,37.0,58.0,67.0,29.0,59.0,45.0,41.0,68.0,64.0,68.0,67.0,62.0,50.0,61.0,48.0,65.0,61.0,65.0,41.0,61.0,65.0,32.0,59.0,48.0,57.0
243442,CB,50.0,38.0,66.0,62.0,34.0,45.0,30.0,31.0,57.0,54.0,68.0,71.0,67.0,63.0,63.0,55.0,73.0,64.0,72.0,39.0,68.0,60.0,44.0,43.0,34.0,58.0
223537,ST,32.0,72.0,77.0,60.0,60.0,63.0,64.0,68.0,45.0,65.0,48.0,40.0,50.0,66.0,51.0,73.0,68.0,55.0,90.0,58.0,60.0,26.0,68.0,57.0,62.0,68.0
243346,LWB,66.0,38.0,55.0,55.0,37.0,58.0,41.0,36.0,54.0,50.0,74.0,74.0,61.0,57.0,55.0,60.0,63.0,80.0,75.0,39.0,61.0,62.0,37.0,41.0,42.0,44.0
246070,CAM,56.0,58.0,39.0,66.0,51.0,62.0,62.0,48.0,64.0,65.0,65.0,61.0,62.0,51.0,67.0,61.0,52.0,60.0,49.0,56.0,39.0,52.0,55.0,61.0,49.0,52.0
183425,ST,39.0,66.0,72.0,48.0,58.0,60.0,31.0,48.0,26.0,68.0,77.0,77.0,74.0,60.0,61.0,64.0,65.0,72.0,88.0,45.0,68.0,39.0,65.0,46.0,57.0,57.0
177515,LM,64.0,54.0,32.0,61.0,53.0,70.0,69.0,57.0,52.0,66.0,74.0,74.0,78.0,59.0,75.0,71.0,67.0,65.0,66.0,56.0,45.0,15.0,56.0,60.0,55.0,64.0
215325,RB,62.0,31.0,59.0,61.0,33.0,58.0,55.0,35.0,56.0,62.0,60.0,67.0,59.0,63.0,59.0,43.0,65.0,75.0,61.0,33.0,68.0,55.0,50.0,45.0,41.0,61.0
244259,RB,58.0,28.0,58.0,59.0,21.0,66.0,39.0,27.0,47.0,65.0,82.0,81.0,74.0,60.0,84.0,34.0,73.0,74.0,49.0,29.0,65.0,66.0,48.0,40.0,38.0,55.0
241292,ST,47.0,67.0,63.0,58.0,50.0,64.0,55.0,52.0,56.0,65.0,58.0,61.0,62.0,58.0,53.0,64.0,56.0,50.0,71.0,47.0,50.0,31.0,64.0,53.0,60.0,61.0
229513,CAM,42.0,54.0,43.0,63.0,48.0,62.0,54.0,42.0,60.0,61.0,70.0,68.0,83.0,51.0,90.0,58.0,85.0,58.0,31.0,51.0,51.0,28.0,60.0,64.0,54.0,58.0
216322,ST,56.0,62.0,58.0,57.0,54.0,61.0,50.0,36.0,43.0,56.0,80.0,82.0,86.0,64.0,74.0,59.0,62.0,64.0,60.0,63.0,38.0,21.0,62.0,60.0,54.0,55.0
245719,CB,31.0,29.0,62.0,66.0,28.0,49.0,33.0,32.0,63.0,54.0,58.0,61.0,54.0,61.0,57.0,72.0,54.0,69.0,84.0,63.0,75.0,62.0,43.0,57.0,39.0,53.0
238830,ST,58.0,73.0,73.0,68.0,64.0,68.0,45.0,27.0,54.0,70.0,64.0,63.0,61.0,66.0,53.0,74.0,65.0,58.0,80.0,59.0,54.0,14.0,72.0,53.0,56.0,70.0
246595,ST,46.0,60.0,61.0,61.0,55.0,63.0,66.0,48.0,54.0,60.0,78.0,72.0,67.0,63.0,75.0,57.0,72.0,39.0,63.0,57.0,41.0,33.0,67.0,64.0,58.0,60.0
247499,CDM,48.0,35.0,60.0,67.0,33.0,56.0,40.0,45.0,58.0,58.0,68.0,61.0,73.0,56.0,86.0,60.0,64.0,50.0,48.0,37.0,61.0,59.0,39.0,44.0,52.0,58.0
248093,CB,53.0,41.0,68.0,60.0,36.0,47.0,42.0,36.0,57.0,53.0,74.0,69.0,67.0,56.0,62.0,42.0,64.0,77.0,74.0,38.0,58.0,61.0,40.0,45.0,44.0,62.0
188654,CB,40.0,40.0,70.0,59.0,45.0,50.0,40.0,31.0,60.0,57.0,64.0,52.0,59.0,66.0,60.0,60.0,75.0,52.0,71.0,36.0,71.0,68.0,41.0,38.0,39.0,67.0
246229,CB,45.0,34.0,61.0,66.0,33.0,52.0,43.0,44.0,59.0,56.0,65.0,69.0,61.0,57.0,62.0,52.0,70.0,68.0,68.0,41.0,67.0,57.0,38.0,49.0,47.0,58.0
243651,CAM,50.0,50.0,47.0,62.0,34.0,55.0,58.0,48.0,56.0,59.0,63.0,70.0,74.0,58.0,63.0,56.0,67.0,66.0,59.0,54.0,58.0,48.0,56.0,58.0,43.0,55.0
240067,LM,61.0,65.0,45.0,64.0,41.0,68.0,52.0,46.0,62.0,69.0,72.0,70.0,65.0,56.0,71.0,51.0,58.0,51.0,56.0,61.0,43.0,23.0,65.0,59.0,53.0,59.0
251183,ST,43.0,69.0,67.0,55.0,55.0,57.0,47.0,41.0,45.0,59.0,69.0,69.0,65.0,63.0,55.0,75.0,73.0,53.0,83.0,67.0,51.0,27.0,67.0,49.0,69.0,75.0
162886,CB,58.0,42.0,65.0,60.0,51.0,47.0,47.0,32.0,59.0,49.0,51.0,49.0,45.0,64.0,48.0,64.0,74.0,72.0,73.0,37.0,74.0,66.0,46.0,44.0,30.0,59.0
244134,RM,63.0,47.0,50.0,56.0,34.0,66.0,39.0,38.0,54.0,58.0,67.0,68.0,58.0,60.0,73.0,46.0,60.0,73.0,57.0,54.0,59.0,51.0,56.0,58.0,40.0,50.0
234158,ST,59.0,63.0,66.0,59.0,51.0,69.0,53.0,44.0,48.0,68.0,86.0,90.0,84.0,58.0,59.0,65.0,73.0,63.0,71.0,51.0,28.0,11.0,69.0,54.0,67.0,55.0
242214,CDM,46.0,55.0,45.0,66.0,38.0,63.0,38.0,35.0,63.0,67.0,54.0,57.0,58.0,58.0,64.0,53.0,57.0,68.0,60.0,40.0,64.0,68.0,47.0,63.0,37.0,55.0
212888,CB,28.0,31.0,73.0,73.0,25.0,60.0,25.0,22.0,65.0,67.0,63.0,66.0,58.0,66.0,60.0,42.0,75.0,75.0,80.0,18.0,81.0,73.0,30.0,48.0,36.0,66.0
216741,CAM,52.0,48.0,50.0,67.0,42.0,63.0,42.0,40.0,55.0,62.0,64.0,63.0,72.0,63.0,72.0,48.0,71.0,62.0,43.0,44.0,57.0,49.0,59.0,53.0,50.0,42.0
234097,ST,51.0,71.0,39.0,64.0,63.0,65.0,58.0,35.0,57.0,67.0,83.0,87.0,87.0,58.0,72.0,68.0,67.0,49.0,48.0,62.0,30.0,21.0,70.0,50.0,56.0,60.0
232626,LB,64.0,31.0,63.0,64.0,31.0,63.0,31.0,32.0,33.0,65.0,62.0,63.0,69.0,67.0,62.0,37.0,55.0,71.0,76.0,35.0,54.0,64.0,60.0,49.0,34.0,61.0
234207,LWB,64.0,38.0,39.0,56.0,28.0,61.0,61.0,22.0,51.0,62.0,83.0,84.0,78.0,55.0,79.0,43.0,83.0,71.0,53.0,30.0,56.0,56.0,53.0,48.0,24.0,56.0
248823,RM,53.0,51.0,36.0,62.0,50.0,65.0,55.0,37.0,49.0,59.0,76.0,68.0,73.0,61.0,72.0,56.0,67.0,55.0,46.0,46.0,54.0,50.0,53.0,55.0,46.0,55.0
246416,ST,49.0,66.0,61.0,61.0,53.0,70.0,50.0,60.0,46.0,68.0,78.0,77.0,78.0,65.0,72.0,62.0,64.0,61.0,56.0,65.0,39.0,14.0,64.0,53.0,58.0,53.0
236604,ST,56.0,62.0,48.0,65.0,31.0,62.0,34.0,39.0,52.0,67.0,79.0,76.0,70.0,58.0,65.0,55.0,56.0,60.0,58.0,45.0,60.0,43.0,68.0,62.0,64.0,65.0
221836,RB,62.0,37.0,45.0,54.0,31.0,63.0,37.0,37.0,51.0,64.0,71.0,73.0,78.0,62.0,72.0,36.0,63.0,72.0,67.0,40.0,57.0,59.0,60.0,46.0,38.0,63.0
253399,LM,51.0,58.0,54.0,52.0,44.0,59.0,49.0,44.0,48.0,60.0,78.0,76.0,75.0,52.0,77.0,54.0,66.0,67.0,60.0,50.0,60.0,39.0,56.0,50.0,50.0,51.0
223557,RW,60.0,62.0,49.0,63.0,57.0,65.0,59.0,43.0,57.0,62.0,74.0,72.0,80.0,62.0,73.0,60.0,73.0,64.0,60.0,57.0,36.0,17.0,64.0,63.0,57.0,62.0
238460,ST,50.0,68.0,55.0,58.0,60.0,70.0,47.0,55.0,50.0,67.0,78.0,78.0,77.0,67.0,76.0,62.0,67.0,61.0,59.0,60.0,45.0,15.0,68.0,55.0,61.0,60.0
209997,CB,44.0,21.0,70.0,70.0,27.0,63.0,24.0,28.0,69.0,66.0,52.0,53.0,59.0,70.0,61.0,40.0,64.0,65.0,77.0,25.0,74.0,74.0,35.0,59.0,35.0,69.0
176483,CB,40.0,32.0,76.0,69.0,32.0,35.0,43.0,48.0,70.0,58.0,48.0,52.0,40.0,71.0,42.0,53.0,60.0,52.0,87.0,42.0,76.0,72.0,36.0,59.0,38.0,72.0
253289,CB,37.0,30.0,72.0,68.0,26.0,37.0,38.0,29.0,70.0,55.0,61.0,66.0,65.0,61.0,58.0,45.0,74.0,71.0,78.0,26.0,73.0,70.0,41.0,38.0,31.0,61.0
232488,CB,31.0,26.0,76.0,55.0,33.0,36.0,35.0,29.0,46.0,57.0,63.0,65.0,64.0,71.0,64.0,51.0,76.0,72.0,75.0,37.0,88.0,76.0,31.0,36.0,40.0,60.0
240076,CAM,48.0,41.0,60.0,63.0,46.0,61.0,45.0,46.0,61.0,62.0,69.0,64.0,69.0,53.0,74.0,53.0,67.0,55.0,59.0,38.0,57.0,56.0,61.0,60.0,37.0,62.0
240140,CM,46.0,38.0,55.0,70.0,49.0,62.0,42.0,44.0,70.0,55.0,59.0,64.0,59.0,59.0,72.0,65.0,61.0,64.0,44.0,43.0,66.0,43.0,61.0,50.0,55.0,58.0
233413,CB,33.0,24.0,64.0,61.0,30.0,49.0,37.0,34.0,61.0,60.0,65.0,68.0,62.0,60.0,60.0,64.0,88.0,75.0,78.0,33.0,73.0,63.0,31.0,41.0,47.0,58.0
237677,CDM,54.0,51.0,55.0,57.0,43.0,58.0,55.0,54.0,54.0,55.0,64.0,49.0,64.0,57.0,74.0,52.0,63.0,62.0,51.0,46.0,55.0,58.0,55.0,54.0,51.0,52.0
253344,LB,65.0,36.0,63.0,65.0,39.0,38.0,37.0,35.0,48.0,70.0,69.0,72.0,63.0,59.0,45.0,49.0,68.0,78.0,70.0,39.0,70.0,63.0,32.0,42.0,30.0,50.0
236522,CAM,65.0,66.0,53.0,67.0,45.0,73.0,48.0,45.0,63.0,70.0,72.0,70.0,76.0,62.0,74.0,64.0,61.0,64.0,53.0,63.0,40.0,20.0,70.0,65.0,60.0,50.0
251385,LB,63.0,21.0,62.0,63.0,28.0,62.0,47.0,21.0,51.0,65.0,66.0,68.0,60.0,64.0,67.0,56.0,80.0,69.0,74.0,23.0,66.0,65.0,32.0,52.0,34.0,54.0
246617,CAM,58.0,55.0,31.0,65.0,52.0,63.0,63.0,70.0,62.0,65.0,66.0,65.0,64.0,58.0,67.0,63.0,45.0,56.0,41.0,64.0,44.0,31.0,56.0,65.0,60.0,59.0
196930,LB,63.0,27.0,63.0,58.0,23.0,59.0,35.0,37.0,57.0,59.0,64.0,70.0,65.0,68.0,77.0,46.0,57.0,90.0,58.0,36.0,57.0,67.0,32.0,37.0,29.0,57.0
242643,CDM,53.0,31.0,60.0,71.0,28.0,59.0,58.0,37.0,71.0,64.0,63.0,65.0,56.0,60.0,55.0,43.0,66.0,60.0,73.0,33.0,73.0,55.0,39.0,60.0,44.0,58.0
221024,CB,47.0,30.0,66.0,66.0,35.0,49.0,48.0,51.0,61.0,64.0,49.0,66.0,52.0,69.0,48.0,56.0,51.0,60.0,78.0,33.0,63.0,68.0,38.0,54.0,36.0,66.0
248879,CAM,51.0,61.0,31.0,61.0,60.0,68.0,64.0,46.0,47.0,67.0,90.0,82.0,94.0,63.0,95.0,64.0,62.0,73.0,31.0,60.0,41.0,23.0,55.0,57.0,49.0,65.0
251620,CDM,50.0,45.0,59.0,64.0,39.0,62.0,48.0,48.0,60.0,64.0,65.0,61.0,59.0,54.0,63.0,58.0,63.0,48.0,64.0,42.0,60.0,58.0,46.0,55.0,49.0,49.0
222875,LM,66.0,56.0,49.0,67.0,45.0,72.0,35.0,34.0,58.0,71.0,77.0,84.0,71.0,63.0,69.0,61.0,52.0,34.0,58.0,53.0,69.0,32.0,62.0,58.0,41.0,61.0
204448,CAM,58.0,51.0,51.0,67.0,64.0,67.0,51.0,66.0,61.0,67.0,58.0,52.0,73.0,54.0,72.0,59.0,52.0,56.0,66.0,52.0,45.0,34.0,54.0,62.0,59.0,56.0
253666,CAM,58.0,53.0,37.0,61.0,51.0,60.0,58.0,57.0,60.0,62.0,66.0,55.0,72.0,53.0,82.0,62.0,64.0,48.0,42.0,59.0,45.0,56.0,56.0,60.0,46.0,57.0
255307,ST,38.0,67.0,61.0,58.0,48.0,58.0,53.0,44.0,42.0,62.0,74.0,71.0,64.0,61.0,78.0,57.0,64.0,62.0,56.0,55.0,53.0,32.0,55.0,56.0,67.0,59.0
246872,CB,44.0,35.0,58.0,62.0,33.0,55.0,45.0,38.0,56.0,61.0,68.0,65.0,59.0,59.0,54.0,52.0,60.0,66.0,72.0,43.0,71.0,64.0,50.0,54.0,41.0,60.0
236472,CDM,48.0,40.0,56.0,68.0,39.0,61.0,47.0,48.0,64.0,62.0,64.0,66.0,50.0,55.0,68.0,56.0,51.0,46.0,65.0,47.0,62.0,53.0,56.0,47.0,45.0,46.0
193077,ST,32.0,71.0,70.0,64.0,65.0,70.0,45.0,33.0,54.0,72.0,67.0,64.0,70.0,68.0,63.0,70.0,69.0,62.0,72.0,64.0,45.0,20.0,72.0,58.0,65.0,69.0
254188,CDM,46.0,39.0,53.0,62.0,30.0,56.0,38.0,36.0,62.0,58.0,61.0,49.0,67.0,55.0,80.0,52.0,58.0,76.0,47.0,51.0,59.0,63.0,55.0,67.0,45.0,60.0
212889,CB,32.0,34.0,72.0,64.0,33.0,63.0,42.0,31.0,64.0,66.0,40.0,49.0,62.0,70.0,59.0,48.0,54.0,71.0,76.0,27.0,72.0,73.0,38.0,34.0,40.0,71.0
166706,CB,39.0,35.0,83.0,63.0,43.0,46.0,33.0,27.0,65.0,57.0,40.0,52.0,47.0,71.0,52.0,46.0,73.0,67.0,88.0,35.0,84.0,76.0,33.0,28.0,39.0,70.0
171189,CB,45.0,58.0,72.0,69.0,47.0,50.0,44.0,41.0,68.0,59.0,30.0,31.0,56.0,66.0,56.0,38.0,81.0,72.0,82.0,37.0,71.0,62.0,42.0,39.0,36.0,67.0
247188,CAM,55.0,53.0,40.0,70.0,58.0,72.0,57.0,51.0,62.0,70.0,73.0,80.0,83.0,60.0,73.0,63.0,37.0,68.0,44.0,52.0,43.0,35.0,58.0,69.0,36.0,61.0
241867,ST,60.0,69.0,56.0,67.0,57.0,67.0,43.0,40.0,60.0,69.0,73.0,73.0,60.0,65.0,65.0,71.0,40.0,65.0,62.0,72.0,29.0,18.0,69.0,63.0,60.0,66.0
251916,LW,61.0,61.0,56.0,56.0,60.0,69.0,63.0,48.0,43.0,67.0,83.0,78.0,66.0,48.0,59.0,66.0,52.0,55.0,68.0,62.0,45.0,20.0,56.0,54.0,64.0,54.0
236905,CAM,49.0,59.0,40.0,65.0,47.0,61.0,56.0,54.0,56.0,65.0,70.0,63.0,76.0,52.0,67.0,49.0,57.0,60.0,56.0,48.0,44.0,54.0,47.0,50.0,62.0,49.0
235955,CAM,59.0,55.0,39.0,65.0,40.0,72.0,65.0,52.0,59.0,69.0,76.0,78.0,84.0,62.0,92.0,56.0,56.0,49.0,33.0,52.0,47.0,26.0,55.0,62.0,53.0,62.0
251138,CB,39.0,29.0,71.0,57.0,33.0,45.0,39.0,29.0,51.0,55.0,63.0,67.0,59.0,67.0,53.0,49.0,83.0,73.0,83.0,31.0,77.0,73.0,37.0,37.0,37.0,57.0
247009,LB,58.0,51.0,42.0,60.0,45.0,54.0,47.0,40.0,55.0,56.0,74.0,75.0,61.0,56.0,51.0,52.0,54.0,64.0,72.0,45.0,45.0,58.0,60.0,58.0,49.0,54.0
234123,RWB,53.0,31.0,47.0,63.0,32.0,65.0,35.0,33.0,55.0,60.0,74.0,72.0,70.0,65.0,73.0,31.0,61.0,85.0,65.0,27.0,62.0,69.0,47.0,43.0,41.0,45.0
212398,CAM,42.0,63.0,60.0,63.0,56.0,63.0,53.0,50.0,59.0,64.0,72.0,69.0,78.0,58.0,65.0,65.0,89.0,67.0,48.0,61.0,35.0,27.0,62.0,58.0,58.0,59.0
237703,CAM,42.0,48.0,49.0,59.0,41.0,53.0,40.0,40.0,59.0,59.0,67.0,69.0,72.0,55.0,66.0,60.0,59.0,62.0,65.0,61.0,68.0,56.0,51.0,56.0,58.0,47.0
228646,LM,59.0,58.0,46.0,67.0,42.0,70.0,56.0,45.0,62.0,68.0,79.0,75.0,77.0,52.0,69.0,64.0,56.0,74.0,67.0,54.0,38.0,36.0,52.0,50.0,51.0,54.0
236875,LWB,64.0,43.0,54.0,62.0,33.0,64.0,54.0,30.0,55.0,67.0,69.0,67.0,66.0,56.0,57.0,48.0,55.0,68.0,64.0,43.0,50.0,57.0,61.0,50.0,35.0,64.0
230023,CAM,41.0,56.0,41.0,66.0,49.0,61.0,59.0,59.0,55.0,62.0,65.0,67.0,62.0,64.0,75.0,43.0,63.0,68.0,58.0,51.0,48.0,40.0,58.0,71.0,62.0,54.0
52340,CB,39.0,47.0,69.0,53.0,40.0,38.0,52.0,58.0,52.0,56.0,32.0,32.0,37.0,63.0,56.0,68.0,34.0,70.0,79.0,57.0,73.0,70.0,44.0,45.0,80.0,62.0
242163,RM,63.0,61.0,61.0,59.0,40.0,71.0,53.0,27.0,62.0,63.0,74.0,73.0,68.0,57.0,78.0,67.0,66.0,67.0,58.0,63.0,31.0,21.0,64.0,53.0,59.0,54.0
247993,RM,60.0,60.0,38.0,63.0,42.0,64.0,64.0,66.0,57.0,64.0,84.0,82.0,76.0,61.0,66.0,61.0,48.0,71.0,52.0,39.0,37.0,18.0,58.0,59.0,65.0,48.0
244673,CAM,55.0,57.0,50.0,64.0,52.0,62.0,61.0,57.0,62.0,60.0,61.0,52.0,61.0,59.0,69.0,55.0,54.0,40.0,49.0,49.0,46.0,39.0,58.0,59.0,58.0,66.0
235960,CDM,42.0,36.0,56.0,65.0,45.0,59.0,43.0,45.0,59.0,59.0,65.0,50.0,61.0,54.0,67.0,59.0,60.0,51.0,61.0,58.0,63.0,52.0,59.0,47.0,54.0,49.0
163757,CB,59.0,39.0,66.0,56.0,44.0,46.0,36.0,33.0,59.0,54.0,60.0,69.0,67.0,53.0,66.0,49.0,77.0,72.0,71.0,33.0,74.0,62.0,39.0,46.0,29.0,53.0
221974,CB,51.0,36.0,56.0,54.0,32.0,45.0,34.0,56.0,51.0,52.0,69.0,72.0,61.0,61.0,63.0,56.0,60.0,63.0,70.0,54.0,65.0,53.0,56.0,60.0,34.0,53.0
252328,CDM,65.0,38.0,65.0,69.0,39.0,61.0,44.0,50.0,62.0,58.0,59.0,64.0,55.0,54.0,54.0,59.0,57.0,52.0,50.0,44.0,63.0,56.0,39.0,55.0,54.0,47.0
232699,RM,60.0,62.0,37.0,63.0,55.0,71.0,51.0,40.0,58.0,65.0,86.0,84.0,82.0,61.0,76.0,64.0,48.0,77.0,37.0,55.0,25.0,22.0,72.0,64.0,54.0,62.0
255256,CB,49.0,33.0,65.0,50.0,41.0,51.0,44.0,39.0,53.0,59.0,74.0,71.0,73.0,59.0,63.0,49.0,73.0,65.0,61.0,32.0,61.0,58.0,44.0,47.0,54.0,59.0
218381,LM,58.0,49.0,47.0,63.0,49.0,62.0,60.0,55.0,59.0,60.0,70.0,65.0,69.0,51.0,73.0,59.0,50.0,62.0,51.0,54.0,46.0,24.0,48.0,57.0,52.0,57.0
254359,CB,57.0,38.0,58.0,59.0,33.0,54.0,31.0,38.0,56.0,60.0,60.0,65.0,47.0,64.0,60.0,59.0,78.0,58.0,70.0,44.0,63.0,66.0,43.0,51.0,45.0,62.0
202467,ST,38.0,62.0,64.0,50.0,59.0,60.0,61.0,70.0,39.0,64.0,52.0,60.0,61.0,57.0,63.0,77.0,74.0,55.0,79.0,50.0,74.0,25.0,63.0,45.0,63.0,56.0
198269,RM,59.0,60.0,61.0,62.0,35.0,62.0,30.0,29.0,42.0,60.0,83.0,83.0,72.0,63.0,57.0,62.0,59.0,80.0,76.0,56.0,55.0,24.0,60.0,54.0,68.0,61.0
213000,CB,42.0,23.0,76.0,71.0,29.0,45.0,30.0,26.0,74.0,59.0,57.0,66.0,50.0,67.0,54.0,64.0,73.0,71.0,75.0,30.0,67.0,69.0,18.0,43.0,54.0,65.0
245037,CB,35.0,30.0,64.0,68.0,31.0,58.0,51.0,31.0,60.0,68.0,57.0,65.0,60.0,67.0,57.0,51.0,73.0,68.0,69.0,25.0,67.0,67.0,31.0,48.0,44.0,61.0
220288,CB,48.0,29.0,69.0,60.0,51.0,62.0,43.0,32.0,61.0,64.0,46.0,55.0,41.0,61.0,34.0,60.0,61.0,61.0,75.0,53.0,72.0,66.0,44.0,56.0,41.0,55.0
221539,ST,59.0,67.0,68.0,65.0,59.0,65.0,45.0,39.0,36.0,64.0,69.0,65.0,56.0,62.0,55.0,75.0,76.0,71.0,47.0,66.0,34.0,13.0,65.0,63.0,75.0,55.0
205760,ST,40.0,76.0,73.0,53.0,48.0,56.0,45.0,35.0,48.0,61.0,66.0,64.0,61.0,66.0,58.0,72.0,61.0,64.0,84.0,68.0,45.0,27.0,76.0,52.0,71.0,67.0
239810,CAM,39.0,32.0,45.0,71.0,52.0,68.0,55.0,46.0,69.0,71.0,70.0,60.0,70.0,51.0,67.0,53.0,70.0,41.0,54.0,56.0,53.0,54.0,38.0,67.0,30.0,65.0
232680,RM,58.0,55.0,30.0,64.0,54.0,69.0,41.0,57.0,62.0,67.0,78.0,74.0,76.0,53.0,53.0,67.0,34.0,63.0,61.0,61.0,45.0,49.0,55.0,54.0,47.0,45.0
240921,RB,60.0,31.0,50.0,53.0,22.0,58.0,58.0,30.0,50.0,58.0,82.0,83.0,76.0,60.0,82.0,33.0,71.0,71.0,61.0,35.0,56.0,61.0,48.0,48.0,38.0,52.0
236627,CAM,49.0,56.0,49.0,67.0,49.0,65.0,58.0,45.0,57.0,68.0,69.0,65.0,76.0,47.0,73.0,45.0,59.0,37.0,32.0,51.0,38.0,48.0,50.0,61.0,45.0,51.0
248661,CDM,41.0,39.0,57.0,65.0,34.0,59.0,49.0,41.0,59.0,64.0,63.0,54.0,53.0,64.0,54.0,56.0,56.0,57.0,72.0,40.0,62.0,62.0,46.0,59.0,55.0,58.0
251362,LB,62.0,25.0,62.0,57.0,33.0,59.0,29.0,30.0,52.0,62.0,68.0,65.0,59.0,58.0,62.0,51.0,65.0,73.0,79.0,42.0,74.0,56.0,52.0,43.0,40.0,56.0
195262,ST,39.0,63.0,66.0,58.0,63.0,59.0,55.0,46.0,51.0,61.0,58.0,66.0,57.0,62.0,54.0,69.0,62.0,59.0,85.0,61.0,69.0,39.0,65.0,60.0,59.0,68.0
226507,ST,41.0,66.0,59.0,54.0,58.0,60.0,41.0,38.0,36.0,63.0,74.0,72.0,74.0,63.0,79.0,63.0,77.0,74.0,64.0,63.0,55.0,24.0,65.0,53.0,63.0,51.0
251975,RB,53.0,34.0,53.0,61.0,31.0,61.0,48.0,39.0,58.0,55.0,62.0,63.0,60.0,66.0,71.0,47.0,61.0,63.0,62.0,37.0,56.0,60.0,53.0,41.0,50.0,45.0
246791,CAM,58.0,68.0,38.0,72.0,36.0,78.0,45.0,42.0,60.0,72.0,80.0,78.0,76.0,64.0,82.0,55.0,55.0,55.0,44.0,37.0,30.0,21.0,64.0,73.0,52.0,66.0
229751,LW,56.0,63.0,52.0,54.0,59.0,66.0,39.0,33.0,44.0,64.0,77.0,80.0,82.0,61.0,90.0,58.0,62.0,63.0,34.0,62.0,37.0,19.0,60.0,67.0,68.0,57.0
251399,ST,48.0,75.0,60.0,56.0,66.0,66.0,52.0,41.0,33.0,65.0,75.0,74.0,66.0,63.0,75.0,74.0,68.0,64.0,59.0,64.0,29.0,25.0,66.0,53.0,70.0,58.0
229126,CB,55.0,33.0,62.0,56.0,42.0,52.0,47.0,30.0,54.0,54.0,60.0,61.0,48.0,58.0,54.0,60.0,75.0,68.0,78.0,48.0,68.0,61.0,45.0,46.0,42.0,54.0
232476,CDM,49.0,29.0,56.0,65.0,37.0,52.0,32.0,38.0,62.0,62.0,73.0,60.0,69.0,60.0,67.0,49.0,70.0,77.0,68.0,35.0,59.0,59.0,52.0,56.0,37.0,47.0
253385,ST,34.0,71.0,71.0,58.0,65.0,64.0,47.0,51.0,41.0,66.0,69.0,64.0,65.0,68.0,74.0,60.0,75.0,67.0,67.0,61.0,43.0,20.0,63.0,53.0,67.0,56.0
