ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness
209236, Guilherme,29,https://cdn.sofifa.com/players/209/236/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,77,77,Olympiacos CFP,https://cdn.sofifa.com/teams/280/light_30.png,€7.5M,€500,2029,Right,1.0,4.0,3.0,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos9"">RDM",8.0,"Aug 17, 2018",nan,2021,5'10,168lbs,62.0,58.0,68.0,78.0,59.0,68.0,64.0,68.0,74.0,75.0,71.0,68.0,74.0,76.0,69.0,82.0,74.0,79.0,76.0,68.0,81.0,76.0,64.0,73.0,55.0,74.0,nan,76.0,74.0,9.0,7.0,12.0,12.0,10.0,CDM,77.0,€16.5M,69.0
192612, M. Jajalo,32,https://cdn.sofifa.com/players/192/612/20_60.png,Bosnia Herzegovina,https://cdn.sofifa.com/flags/ba.png,74,74,Udinese,https://cdn.sofifa.com/teams/55/light_30.png,€4.3M,€16K,2029,Right,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos15"">LCM",8.0,"Jul 1, 2019",nan,2022,6'0,172lbs,66.0,58.0,68.0,80.0,64.0,76.0,70.0,72.0,78.0,78.0,60.0,65.0,69.0,70.0,75.0,73.0,71.0,79.0,77.0,71.0,76.0,74.0,58.0,70.0,68.0,72.0,nan,74.0,70.0,9.0,13.0,6.0,7.0,12.0,CDM,75.0,€7.7M,72.0
188081, Alex Teixeira,30,https://cdn.sofifa.com/players/188/081/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,79,79,Jiangsu Suning FC,https://cdn.sofifa.com/teams/112162/light_30.png,€12M,€29K,2029,Right,3.0,4.0,4.0,High/ Low,Normal (170-185),No,"<span class=""pos pos24"">RS",10.0,"Feb 5, 2016",nan,2020,5'9,159lbs,63.0,77.0,54.0,79.0,78.0,80.0,73.0,59.0,72.0,81.0,94.0,92.0,91.0,78.0,76.0,74.0,79.0,87.0,72.0,76.0,52.0,55.0,80.0,79.0,74.0,82.0,nan,35.0,37.0,10.0,9.0,14.0,7.0,12.0,CAM,80.0,€18.6M,30.0
165174, 18 E. Polański,31,https://cdn.sofifa.com/players/165/174/18_60.png,Poland,https://cdn.sofifa.com/flags/pl.png,74,74,TSG 1899 Hoffenheim,https://cdn.sofifa.com/teams/10029/light_30.png,€3.8M,€30K,2029,Right,2.0,4.0,2.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",8.0,"Jan 25, 2013",nan,2018,6'0,172lbs,67.0,63.0,67.0,72.0,71.0,63.0,74.0,69.0,70.0,71.0,61.0,51.0,61.0,74.0,63.0,79.0,78.0,74.0,77.0,81.0,88.0,74.0,68.0,68.0,79.0,75.0,71.0,75.0,74.0,8.0,12.0,6.0,12.0,8.0,CDM,74.0,€6.5M,nan
240471, F. Gorriarán,25,https://cdn.sofifa.com/players/240/471/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,75,78,Santos Laguna,https://cdn.sofifa.com/teams/110144/light_30.png,€8M,€23K,2029,Right,1.0,4.0,3.0,High/ High,Normal (170-),No,"<span class=""pos pos13"">RCM",11.0,"Jul 1, 2019",nan,2023,5'6,150lbs,71.0,64.0,56.0,78.0,70.0,75.0,72.0,53.0,75.0,76.0,74.0,72.0,77.0,70.0,90.0,75.0,64.0,90.0,65.0,68.0,68.0,68.0,70.0,76.0,66.0,70.0,nan,68.0,64.0,11.0,11.0,9.0,8.0,7.0,CM,77.0,€14.2M,68.0
226491, K. Tierney,23,https://cdn.sofifa.com/players/226/491/20_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,78,86,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,€13.5M,€59K,2029,Left,1.0,3.0,3.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos6"">LCB",3.0,"Aug 8, 2019",nan,2024,5'10,168lbs,77.0,52.0,59.0,73.0,27.0,75.0,72.0,56.0,68.0,74.0,85.0,86.0,76.0,74.0,77.0,79.0,80.0,85.0,76.0,66.0,82.0,72.0,67.0,72.0,36.0,74.0,nan,74.0,74.0,13.0,16.0,8.0,12.0,13.0,LB,78.0,€28.4M,73.0
170320, L. De Silvestri,32,https://cdn.sofifa.com/players/170/320/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,74,74,Bologna,https://cdn.sofifa.com/teams/189/light_30.png,€4.4M,€27K,2028,Right,2.0,3.0,4.0,Medium/ High,Normal (185+),No,"<span class=""pos pos28"">SUB",29.0,"Sep 17, 2020",nan,2025,6'1,185lbs,81.0,64.0,78.0,77.0,58.0,74.0,65.0,62.0,71.0,75.0,70.0,70.0,65.0,75.0,58.0,74.0,73.0,71.0,75.0,70.0,71.0,74.0,74.0,65.0,52.0,72.0,nan,74.0,74.0,15.0,11.0,10.0,14.0,14.0,RWB,75.0,€7.9M,74.0
138123, 17 E. Cambiasso,35,https://cdn.sofifa.com/players/138/123/17_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,77,77,Olympiacos CFP,https://cdn.sofifa.com/teams/280/light_30.png,€2.4M,€2K,2028,Left,3.0,4.0,2.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos15"">LCM",19.0,"Aug 7, 2015",nan,2021,5'10,172lbs,70.0,68.0,70.0,79.0,75.0,67.0,67.0,59.0,73.0,80.0,55.0,55.0,63.0,80.0,73.0,75.0,70.0,60.0,73.0,72.0,75.0,80.0,73.0,71.0,75.0,87.0,69.0,77.0,73.0,9.0,7.0,13.0,7.0,15.0,CDM,75.0,nan,nan
235926, M. Zaracho,22,https://cdn.sofifa.com/players/235/926/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,76,84,Racing Club,https://cdn.sofifa.com/teams/101085/light_30.png,€11M,€17K,2028,Right,1.0,4.0,4.0,High/ Medium,Lean (170-185),Yes,"<span class=""pos pos13"">RCM",28.0,"Jul 1, 2016",nan,2021,5'7,143lbs,66.0,70.0,49.0,81.0,58.0,81.0,65.0,58.0,73.0,80.0,92.0,87.0,93.0,72.0,92.0,72.0,60.0,79.0,56.0,73.0,60.0,59.0,73.0,76.0,57.0,80.0,nan,70.0,62.0,8.0,14.0,12.0,6.0,9.0,CAM,80.0,€17.6M,65.0
186537, C. Stuani,33,https://cdn.sofifa.com/players/186/537/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,79,79,Girona FC,https://cdn.sofifa.com/teams/110062/light_30.png,€8M,€16K,2028,Right,1.0,3.0,4.0,Medium/ Low,Lean (185+),Yes,"<span class=""pos pos25"">ST",7.0,"Jul 21, 2017",nan,2023,6'1,168lbs,68.0,85.0,85.0,77.0,75.0,74.0,66.0,57.0,65.0,75.0,67.0,67.0,65.0,79.0,62.0,78.0,90.0,86.0,80.0,74.0,79.0,36.0,80.0,69.0,90.0,78.0,nan,49.0,42.0,16.0,14.0,9.0,16.0,8.0,ST,79.0,€12.8M,45.0
192587, A. Ioniță,29,https://cdn.sofifa.com/players/192/587/20_60.png,Moldova,https://cdn.sofifa.com/flags/md.png,73,73,Benevento,https://cdn.sofifa.com/teams/112026/light_30.png,€3.8M,€16K,2028,Right,2.0,4.0,3.0,Medium/ High,Normal (170-185),No,"<span class=""pos pos13"">RCM",29.0,"Sep 1, 2020",nan,2023,6'0,161lbs,68.0,64.0,77.0,75.0,60.0,68.0,69.0,65.0,72.0,74.0,62.0,60.0,63.0,73.0,68.0,75.0,78.0,74.0,76.0,71.0,80.0,73.0,74.0,69.0,65.0,73.0,nan,78.0,73.0,6.0,14.0,10.0,12.0,11.0,CB,75.0,€6.8M,71.0
28765, 16 Zé Roberto,40,https://cdn.sofifa.com/players/028/765/16_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,74,74,Palmeiras,https://cdn.sofifa.com/teams/383/light_30.png,€0,€35K,2028,Left,2.0,2.0,4.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos7"">LB",11.0,"Jan 1, 2015",nan,2016,5'8,159lbs,78.0,69.0,65.0,77.0,66.0,77.0,79.0,74.0,73.0,82.0,68.0,62.0,71.0,71.0,75.0,71.0,53.0,58.0,58.0,73.0,68.0,69.0,72.0,73.0,76.0,nan,70.0,73.0,70.0,13.0,14.0,11.0,10.0,9.0,CAM,74.0,nan,nan
226851, B. Pavard,24,https://cdn.sofifa.com/players/226/851/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,81,85,FC Bayern München,https://cdn.sofifa.com/teams/21/light_30.png,€20.5M,€65K,2027,Right,1.0,3.0,3.0,Medium/ High,Lean (185+),Yes,"<span class=""pos pos3"">RB",5.0,"Jul 1, 2019",nan,2024,6'1,168lbs,77.0,43.0,82.0,78.0,70.0,68.0,63.0,51.0,79.0,77.0,68.0,69.0,66.0,80.0,66.0,71.0,86.0,79.0,75.0,53.0,73.0,84.0,58.0,66.0,51.0,78.0,nan,79.0,81.0,9.0,7.0,15.0,7.0,15.0,CB,82.0,€35.4M,81.0
178160, T. Mangani,33,https://cdn.sofifa.com/players/178/160/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,75,75,Angers SCO,https://cdn.sofifa.com/teams/1530/light_30.png,€3.9M,€22K,2027,Left,2.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos15"">LCM",5.0,"Jul 4, 2015",nan,2022,6'0,174lbs,69.0,63.0,66.0,81.0,67.0,68.0,74.0,78.0,79.0,77.0,55.0,51.0,66.0,71.0,59.0,77.0,68.0,77.0,70.0,73.0,71.0,72.0,65.0,78.0,79.0,76.0,nan,69.0,72.0,13.0,12.0,9.0,13.0,15.0,CM,75.0,€7.8M,70.0
167514, 20 D. Basta,34,https://cdn.sofifa.com/players/167/514/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,76,76,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,€2.7M,€40K,2027,Right,2.0,3.0,3.0,High/ High,Normal (170-185),No,"<span class=""pos pos29"">RES",8.0,"Jul 1, 2014",nan,2024,6'0,159lbs,73.0,58.0,72.0,76.0,64.0,74.0,72.0,66.0,74.0,77.0,70.0,69.0,68.0,75.0,67.0,77.0,69.0,74.0,67.0,75.0,72.0,82.0,66.0,56.0,55.0,75.0,nan,75.0,73.0,12.0,6.0,11.0,14.0,14.0,RB,75.0,€4.6M,74.0
183520, Fran Mérida,30,https://cdn.sofifa.com/players/183/520/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,76,76,RCD Espanyol,https://cdn.sofifa.com/teams/452/light_30.png,€6.5M,€9K,2027,Left,1.0,3.0,3.0,Medium/ Medium,Normal (170-185),No,"<span class=""pos pos9"">RDM",8.0,"Aug 19, 2020",nan,2022,5'10,163lbs,73.0,67.0,43.0,80.0,57.0,72.0,82.0,80.0,78.0,78.0,61.0,58.0,60.0,70.0,68.0,77.0,65.0,68.0,70.0,74.0,82.0,71.0,70.0,77.0,79.0,64.0,nan,76.0,75.0,11.0,11.0,8.0,6.0,10.0,CDM,76.0,€9.8M,70.0
239085, E. Haaland,19,https://cdn.sofifa.com/players/239/085/20_60.png,Norway,https://cdn.sofifa.com/flags/no.png,84,92,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,€45M,€56K,2027,Left,2.0,3.0,3.0,High/ High,PLAYER_BODY_TYPE_277,Yes,"<span class=""pos pos26"">LS",9.0,"Jan 1, 2020",nan,2024,6'4,194lbs,46.0,87.0,67.0,74.0,82.0,75.0,77.0,62.0,49.0,78.0,80.0,88.0,75.0,83.0,67.0,93.0,70.0,78.0,91.0,83.0,82.0,41.0,86.0,68.0,80.0,83.0,nan,38.0,30.0,7.0,14.0,13.0,11.0,7.0,ST,85.0,€85.5M,45.0
245850, I. Traoré,31,https://cdn.sofifa.com/players/245/850/20_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,74,74,SK Slavia Praha,https://cdn.sofifa.com/teams/266/light_30.png,€4.8M,€500,2026,Right,1.0,3.0,3.0,Medium/ Medium,Normal (185+),No,"<span class=""pos pos28"">SUB",27.0,"Jan 1, 2019",nan,2022,6'1,176lbs,65.0,61.0,70.0,73.0,65.0,75.0,61.0,56.0,72.0,76.0,70.0,70.0,70.0,74.0,76.0,64.0,76.0,83.0,82.0,63.0,78.0,72.0,71.0,75.0,61.0,81.0,nan,72.0,70.0,8.0,11.0,13.0,10.0,14.0,CM,74.0,€10.6M,69.0
240190, K. Malong,24,https://cdn.sofifa.com/players/240/190/20_60.png,Cameroon,https://cdn.sofifa.com/flags/cm.png,76,81,1. FSV Mainz 05,https://cdn.sofifa.com/teams/169/light_30.png,€9.5M,€21K,2026,Right,1.0,4.0,3.0,Medium/ Medium,Stocky (170-185),No,"<span class=""pos pos28"">SUB",14.0,"Jul 6, 2018",nan,2022,5'11,174lbs,69.0,63.0,54.0,76.0,52.0,76.0,62.0,40.0,74.0,74.0,76.0,86.0,66.0,74.0,76.0,85.0,76.0,77.0,85.0,74.0,84.0,74.0,66.0,68.0,57.0,67.0,nan,71.0,73.0,11.0,13.0,5.0,8.0,9.0,CDM,77.0,€17.8M,72.0
227055, Gelson Martins,25,https://cdn.sofifa.com/players/227/055/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,80,83,AS Monaco,https://cdn.sofifa.com/teams/69/light_30.png,€18.5M,€55K,2026,Right,3.0,3.0,5.0,High/ High,Normal (170-185),No,"<span class=""pos pos23"">RW",11.0,"Jul 1, 2019",nan,2024,5'8,163lbs,76.0,69.0,51.0,75.0,74.0,87.0,82.0,60.0,55.0,81.0,94.0,94.0,94.0,75.0,92.0,77.0,65.0,86.0,48.0,69.0,60.0,50.0,75.0,75.0,66.0,82.0,nan,51.0,48.0,12.0,9.0,7.0,6.0,9.0,RM,82.0,€36.5M,54.0
212188, T. Werner,24,https://cdn.sofifa.com/players/212/188/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,85,88,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,€49.5M,€135K,2026,Right,3.0,4.0,3.0,High/ Medium,PLAYER_BODY_TYPE_348,Yes,"<span class=""pos pos25"">ST",11.0,"Jul 1, 2020",nan,2025,5'11,168lbs,69.0,88.0,78.0,78.0,86.0,84.0,70.0,58.0,55.0,85.0,93.0,89.0,83.0,87.0,76.0,85.0,75.0,83.0,67.0,78.0,63.0,37.0,88.0,65.0,78.0,82.0,nan,20.0,19.0,9.0,9.0,8.0,15.0,9.0,ST,87.0,€97.8M,39.0
204259, S. Arias,28,https://cdn.sofifa.com/players/204/259/20_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,81,81,Bayer 04 Leverkusen,https://cdn.sofifa.com/teams/32/light_30.png,€15M,€69K,2026,Right,2.0,3.0,3.0,High/ Medium,Lean (170-185),No,"<span class=""pos pos28"">SUB",2.0,nan,"<a href=""/team/240/atletico-madrid/"">Atlético Madrid</a>","Jun 30, 2021",5'10,159lbs,77.0,51.0,69.0,75.0,43.0,74.0,47.0,54.0,72.0,77.0,77.0,85.0,78.0,78.0,74.0,56.0,81.0,93.0,69.0,50.0,80.0,77.0,70.0,64.0,56.0,76.0,nan,79.0,78.0,14.0,7.0,14.0,15.0,16.0,RB,81.0,nan,76.0
184826, Adrien Silva,31,https://cdn.sofifa.com/players/184/826/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,76,76,Leicester City,https://cdn.sofifa.com/teams/95/light_30.png,€6.5M,€66K,2026,Right,3.0,4.0,3.0,Medium/ High,Normal (170-185),Yes,"<span class=""pos pos29"">RES",23.0,"Jan 1, 2018",nan,2021,5'9,152lbs,74.0,67.0,61.0,79.0,70.0,76.0,79.0,74.0,78.0,79.0,53.0,53.0,66.0,75.0,67.0,79.0,51.0,69.0,63.0,77.0,79.0,76.0,71.0,77.0,82.0,78.0,nan,75.0,70.0,15.0,6.0,8.0,10.0,7.0,CM,76.0,€12.4M,60.0
214947, J. Gbamin,24,https://cdn.sofifa.com/players/214/947/20_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,78,83,Everton,https://cdn.sofifa.com/teams/7/light_30.png,€12.5M,€59K,2026,Right,1.0,3.0,3.0,Medium/ High,Normal (185+),Yes,"<span class=""pos pos28"">SUB",25.0,"Aug 2, 2019",nan,2024,6'1,183lbs,69.0,40.0,71.0,78.0,53.0,75.0,62.0,60.0,74.0,77.0,69.0,79.0,67.0,74.0,65.0,82.0,77.0,74.0,82.0,71.0,85.0,79.0,65.0,72.0,40.0,72.0,nan,80.0,71.0,11.0,13.0,8.0,14.0,10.0,CB,80.0,€24.7M,79.0
216194, Dani García,30,https://cdn.sofifa.com/players/216/194/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,79,79,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/light_30.png,€11.5M,€29K,2026,Right,2.0,3.0,3.0,Low/ High,Normal (170-185),Yes,"<span class=""pos pos15"">LCM",14.0,"Jul 2, 2018",nan,2022,5'11,176lbs,55.0,69.0,46.0,84.0,52.0,72.0,61.0,57.0,80.0,80.0,51.0,46.0,66.0,81.0,76.0,72.0,64.0,91.0,80.0,73.0,86.0,82.0,73.0,73.0,58.0,77.0,nan,85.0,80.0,6.0,14.0,14.0,6.0,11.0,CDM,82.0,€24.2M,82.0
210411, Otávio,25,https://cdn.sofifa.com/players/210/411/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,80,83,FC Porto,https://cdn.sofifa.com/teams/236/light_30.png,€18.5M,€17K,2026,Right,1.0,3.0,4.0,High/ High,Normal (170-185),Yes,"<span class=""pos pos12"">RM",25.0,"Sep 1, 2014",nan,2021,5'8,157lbs,79.0,68.0,56.0,77.0,63.0,86.0,80.0,72.0,75.0,85.0,78.0,74.0,85.0,81.0,80.0,73.0,45.0,74.0,58.0,68.0,75.0,52.0,76.0,80.0,72.0,80.0,nan,52.0,43.0,11.0,12.0,9.0,10.0,15.0,CAM,81.0,€38.4M,62.0
229752, D. Sow,23,https://cdn.sofifa.com/players/229/752/20_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,74,81,Eintracht Frankfurt,https://cdn.sofifa.com/teams/1824/light_30.png,€8M,€21K,2026,Right,1.0,4.0,3.0,Medium/ High,Normal (170-185),No,"<span class=""pos pos28"">SUB",8.0,"Jul 1, 2019",nan,2024,6'0,168lbs,71.0,65.0,62.0,76.0,69.0,73.0,67.0,64.0,74.0,75.0,75.0,74.0,74.0,74.0,75.0,70.0,71.0,80.0,75.0,69.0,68.0,72.0,70.0,71.0,58.0,72.0,nan,72.0,67.0,6.0,12.0,9.0,7.0,8.0,CM,76.0,€15.2M,73.0
223273, M. Pašalić,25,https://cdn.sofifa.com/players/223/273/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,77,81,Atalanta,https://cdn.sofifa.com/teams/39/light_30.png,€11.5M,€47K,2026,Right,1.0,4.0,4.0,High/ Medium,Lean (185+),No,"<span class=""pos pos28"">SUB",88.0,"Jul 25, 2018",nan,2024,6'2,181lbs,68.0,66.0,65.0,80.0,69.0,78.0,69.0,59.0,78.0,80.0,60.0,65.0,69.0,75.0,54.0,78.0,68.0,76.0,75.0,75.0,76.0,72.0,75.0,74.0,61.0,74.0,nan,72.0,64.0,11.0,13.0,13.0,13.0,14.0,CM,79.0,€20.4M,61.0
214026, J. Mojica,27,https://cdn.sofifa.com/players/214/026/20_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,75,75,Atalanta,https://cdn.sofifa.com/teams/39/light_30.png,€6M,€40K,2026,Left,1.0,2.0,3.0,High/ Low,Lean (185+),Yes,"<span class=""pos pos28"">SUB",26.0,nan,"<a href=""/team/110062/girona-fc/"">Girona FC</a>","Jun 30, 2021",6'1,161lbs,75.0,62.0,55.0,73.0,43.0,73.0,74.0,68.0,69.0,74.0,90.0,90.0,73.0,69.0,61.0,80.0,75.0,71.0,71.0,61.0,75.0,71.0,69.0,65.0,67.0,70.0,nan,73.0,74.0,13.0,8.0,14.0,9.0,15.0,LB,75.0,nan,66.0
230241, Enzo Chissano,28,https://cdn.sofifa.com/players/230/241/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,77,77,Palmeiras,https://cdn.sofifa.com/teams/383/light_30.png,€7.5M,€36K,2026,Left,1.0,3.0,2.0,Medium/ Medium,Stocky (170-),No,"<span class=""pos pos7"">LB",7.0,"Jan 1, 2019",nan,2023,5'5,137lbs,76.0,58.0,74.0,73.0,69.0,69.0,76.0,80.0,68.0,69.0,76.0,82.0,74.0,77.0,54.0,75.0,86.0,75.0,65.0,60.0,68.0,73.0,44.0,60.0,73.0,78.0,nan,74.0,72.0,12.0,7.0,8.0,13.0,10.0,LB,77.0,€13.5M,76.0
53116, 13 F. Miccoli,33,https://cdn.sofifa.com/players/053/116/13_60.png,Italy,https://cdn.sofifa.com/flags/it.png,81,81,Palermo,https://cdn.sofifa.com/teams/1843/light_30.png,€5M,€40K,2025,Right,3.0,4.0,4.0,High/ Low,Stocky (170-),No,"<span class=""pos pos25"">ST",10.0,"Jul 1, 2007",nan,2013,5'6,161lbs,78.0,80.0,60.0,82.0,84.0,83.0,88.0,86.0,71.0,86.0,88.0,83.0,90.0,82.0,94.0,85.0,50.0,52.0,67.0,84.0,55.0,30.0,80.0,78.0,88.0,nan,16.0,28.0,22.0,14.0,11.0,15.0,7.0,8.0,CAM,82.0,nan,nan
198950, Pablo Sarabia,28,https://cdn.sofifa.com/players/198/950/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,81,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/light_30.png,€18M,€100K,2025,Left,2.0,4.0,4.0,High/ Medium,Normal (170-185),Yes,"<span class=""pos pos23"">RW",19.0,"Jul 2, 2019",nan,2024,5'9,154lbs,83.0,77.0,61.0,83.0,64.0,84.0,84.0,74.0,78.0,84.0,74.0,73.0,78.0,78.0,80.0,76.0,31.0,71.0,57.0,77.0,46.0,58.0,80.0,84.0,69.0,74.0,nan,54.0,49.0,16.0,7.0,15.0,6.0,14.0,RW,81.0,€33.3M,60.0
224030, M. Lopez,22,https://cdn.sofifa.com/players/224/030/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,75,78,Olympique de Marseille,https://cdn.sofifa.com/teams/219/light_30.png,€8.5M,€29K,2025,Right,1.0,3.0,4.0,Medium/ Medium,Lean (170-),Yes,"<span class=""pos pos28"">SUB",27.0,"Jul 8, 2014",nan,2021,5'6,128lbs,75.0,66.0,62.0,80.0,65.0,78.0,75.0,73.0,75.0,75.0,73.0,68.0,83.0,75.0,93.0,63.0,67.0,72.0,38.0,71.0,75.0,68.0,69.0,76.0,68.0,73.0,nan,66.0,59.0,7.0,14.0,13.0,11.0,6.0,CAM,77.0,€16.8M,66.0
205531, V. Verre,26,https://cdn.sofifa.com/players/205/531/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,74,77,Sampdoria,https://cdn.sofifa.com/teams/1837/light_30.png,€7M,€17K,2025,Right,1.0,4.0,3.0,Medium/ Medium,Lean (170-185),No,"<span class=""pos pos28"">SUB",8.0,"Jan 31, 2017",nan,2021,5'11,154lbs,70.0,74.0,66.0,75.0,70.0,74.0,72.0,72.0,70.0,77.0,71.0,66.0,72.0,76.0,75.0,75.0,70.0,72.0,62.0,72.0,66.0,64.0,75.0,73.0,75.0,72.0,nan,65.0,65.0,5.0,13.0,9.0,8.0,11.0,CAM,76.0,€13.1M,65.0
182152, 19 Koo Ja Cheol,29,https://cdn.sofifa.com/players/182/152/19_60.png,Korea Republic,https://cdn.sofifa.com/flags/kr.png,76,76,FC Augsburg,https://cdn.sofifa.com/teams/100409/light_30.png,€7.5M,€30K,2025,Right,2.0,4.0,3.0,Medium/ Medium,Lean (170-185),Yes,"<span class=""pos pos9"">RDM",19.0,"Aug 31, 2015",nan,2019,6'0,174lbs,72.0,73.0,65.0,75.0,80.0,80.0,76.0,69.0,71.0,78.0,73.0,62.0,76.0,73.0,75.0,80.0,77.0,72.0,64.0,77.0,54.0,59.0,73.0,72.0,74.0,70.0,57.0,61.0,48.0,11.0,14.0,10.0,15.0,9.0,CAM,75.0,€13.5M,nan
206006, E. Alioski,28,https://cdn.sofifa.com/players/206/006/20_60.png,North Macedonia,https://cdn.sofifa.com/flags/mk.png,73,73,Leeds United,https://cdn.sofifa.com/teams/8/light_30.png,€3.4M,€63K,2025,Left,1.0,2.0,3.0,High/ High,Normal (170-185),No,"<span class=""pos pos16"">LM",10.0,"Jul 13, 2017",nan,2021,5'8,139lbs,72.0,69.0,64.0,66.0,56.0,67.0,63.0,64.0,67.0,69.0,84.0,79.0,79.0,71.0,74.0,73.0,84.0,91.0,61.0,71.0,76.0,65.0,65.0,70.0,69.0,62.0,nan,67.0,65.0,16.0,12.0,9.0,9.0,14.0,LB,73.0,€6.8M,64.0
216354, A. Kramarić,29,https://cdn.sofifa.com/players/216/354/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,82,82,TSG 1899 Hoffenheim,https://cdn.sofifa.com/teams/10029/light_30.png,€22M,€56K,2025,Right,2.0,4.0,4.0,Medium/ Medium,Normal (170-185),Yes,"<span class=""pos pos27"">LW",27.0,"Jan 16, 2015",nan,2022,5'10,161lbs,76.0,86.0,69.0,79.0,85.0,86.0,79.0,74.0,53.0,85.0,76.0,67.0,83.0,83.0,84.0,83.0,69.0,76.0,67.0,85.0,73.0,21.0,85.0,72.0,90.0,82.0,nan,20.0,26.0,8.0,14.0,14.0,7.0,15.0,ST,82.0,€37.4M,35.0
229758, R. Krunić,26,https://cdn.sofifa.com/players/229/758/20_60.png,Bosnia Herzegovina,https://cdn.sofifa.com/flags/ba.png,73,74,Milan,https://cdn.sofifa.com/teams/47/light_30.png,€4.6M,€28K,2025,Right,1.0,3.0,3.0,High/ Medium,Normal (170-185),No,"<span class=""pos pos28"">SUB",33.0,"Jul 8, 2019",nan,2024,6'0,163lbs,70.0,72.0,70.0,76.0,68.0,76.0,70.0,70.0,74.0,78.0,68.0,65.0,73.0,70.0,68.0,76.0,75.0,70.0,69.0,76.0,64.0,60.0,69.0,71.0,70.0,68.0,nan,67.0,67.0,14.0,9.0,12.0,10.0,14.0,CAM,74.0,€8.2M,64.0
220714, P. Billing,24,https://cdn.sofifa.com/players/220/714/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,75,81,Bournemouth,https://cdn.sofifa.com/teams/1943/light_30.png,€9M,€13K,2025,Left,1.0,3.0,3.0,High/ High,Lean (185+),Yes,"<span class=""pos pos28"">SUB",29.0,"Jul 29, 2019",nan,2023,6'6,176lbs,60.0,64.0,74.0,76.0,68.0,75.0,74.0,68.0,77.0,75.0,55.0,59.0,54.0,80.0,49.0,84.0,61.0,86.0,82.0,70.0,82.0,83.0,64.0,68.0,52.0,74.0,nan,81.0,74.0,11.0,7.0,10.0,14.0,13.0,CDM,80.0,€18.9M,75.0
